qname,A_pos,A_strand,B_pos,B_strand,A_AS,A_XS,A_score_gap,A_MAPQ,A_MAPQ_clean,A_NM,A_candidate_count,A_rank,expected_B_center,target_z,target_width,bowtie_fixed_width,TLEN_for_evaluation_only,primary
r5328,37291,+,37521,-,-3,,,255,,3,1,1,37491.0,30.0,60.0,500,280,True
r5329,10753,+,10753,-,0,,,255,,0,1,1,10727.0,26.0,52.0,500,276,True
r5330,42437,+,42523,-,-1,,,255,,1,1,1,42516.0,7.0,14.0,500,257,True
r5331,35914,-,35869,+,-5,,,255,,3,1,1,35903.0,34.0,68.0,500,-284,True
r5332,4079,+,4268,-,-4,,,255,,2,1,1,4255.0,13.0,26.0,500,263,True
r5333,47935,+,47974,-,-5,,,255,,4,1,1,48076.0,102.0,204.0,500,148,True
r5334,40602,+,40796,-,-2,,,255,,2,1,1,40789.0,7.0,14.0,500,257,True
r5335,9983,+,10207,-,-3,,,255,,2,1,1,10129.0,78.0,156.0,500,328,True
r5337,11950,-,11776,+,-7,,,255,,6,1,1,11842.0,66.0,132.0,500,-316,True
r5338,5298,-,5087,+,-5,,,255,,4,1,1,5089.0,2.0,4.0,500,-252,True
r5339,42221,+,42374,-,-4,,,255,,3,1,1,42382.0,8.0,16.0,500,242,True
r5340,15782,+,15879,-,-1,,,255,,1,1,1,15945.0,66.0,132.0,500,184,True
r5341,39951,-,39921,+,-2,,,255,,2,1,1,39886.0,35.0,70.0,500,-215,True
r5342,32085,+,32298,-,0,,,255,,0,1,1,32283.0,15.0,30.0,500,265,True
r5343,38864,+,39122,-,-3,,,255,,1,1,1,39051.0,71.0,142.0,500,321,True
r5344,27639,-,27476,+,0,,,255,,0,1,1,27455.0,21.0,42.0,500,-229,True
r5345,46544,-,46437,+,-9,,,255,,4,1,1,46414.0,23.0,46.0,500,-227,True
r5346,26459,-,26218,+,0,,,255,,0,1,1,26278.0,60.0,120.0,500,-310,True
r5347,45240,-,45084,+,-21,,,255,,6,1,1,45099.0,15.0,30.0,500,-265,True
r5349,12697,-,12552,+,-2,,,255,,2,1,1,12516.0,36.0,72.0,500,-214,True
r5350,5803,-,5785,+,-33,,,255,,9,1,1,5715.0,70.0,140.0,500,-180,True
r5351,9486,-,9404,+,-3,,,255,,3,1,1,9347.0,57.0,114.0,500,-193,True
r5352,47537,-,47306,+,0,,,255,,0,1,1,47358.0,52.0,104.0,500,-302,True
r5353,6723,-,6591,+,-9,,,255,,2,1,1,6589.0,2.0,4.0,500,-248,True
r5354,41743,+,41743,-,-12,,,255,,4,1,1,41780.0,37.0,74.0,500,213,True
r5356,17161,+,17264,-,-7,,,255,,4,1,1,17267.0,3.0,6.0,500,247,True
r5357,38091,+,38091,-,-1,,,255,,1,1,1,38217.0,126.0,252.0,500,124,True
r5358,22794,-,22632,+,-3,,,255,,1,1,1,22608.0,24.0,48.0,500,-226,True
r5359,489,+,698,-,-9,,,255,,6,1,1,693.0,5.0,10.0,500,255,True
r5360,10762,-,10593,+,-4,,,255,,2,1,1,10576.0,17.0,34.0,500,-233,True
r5361,4636,-,4445,+,0,,,255,,0,1,1,4489.0,44.0,88.0,500,-294,True
r5363,7773,-,7672,+,0,,,255,,0,1,1,7606.0,66.0,132.0,500,-184,True
r5364,16324,-,16303,+,-1,,,255,,1,1,1,16255.0,48.0,96.0,500,-202,True
r5365,2662,+,2904,-,-28,,,255,,10,1,1,2837.0,67.0,134.0,500,317,True
r5366,46167,+,46310,-,-5,,,255,,2,1,1,46258.0,52.0,104.0,500,302,True
r5367,23654,-,23475,+,-1,,,255,,1,1,1,23525.0,50.0,100.0,500,-300,True
r5368,36796,-,36788,+,-23,,,255,,7,1,1,36809.0,21.0,42.0,500,-271,True
r5369,26754,+,26812,-,0,,,255,,0,1,1,26886.0,74.0,148.0,500,176,True
r5370,12327,+,12397,-,-27,,,255,,8,1,1,12422.0,25.0,50.0,500,225,True
r5371,27064,+,27124,-,-1,,,255,,1,1,1,27101.0,23.0,46.0,500,273,True
r5372,23027,-,23022,+,-19,,,255,,6,1,1,22961.0,61.0,122.0,500,-189,True
r5373,20773,+,20885,-,-1,,,255,,1,1,1,20912.0,27.0,54.0,500,223,True
r5374,28348,+,28551,-,0,,,255,,0,1,1,28495.0,56.0,112.0,500,306,True
r5375,15516,+,15725,-,-2,,,255,,2,1,1,15708.0,17.0,34.0,500,267,True
r5376,11637,-,11637,+,-1,,,255,,1,1,1,11836.0,199.0,398.0,500,-196,True
r5377,12729,-,12581,+,0,,,255,,0,1,1,12617.0,36.0,72.0,500,-286,True
r5379,18378,-,18220,+,-6,,,255,,3,1,1,18321.0,101.0,202.0,500,-351,True
r5380,28031,+,28075,-,-3,,,255,,2,1,1,28099.0,24.0,48.0,500,226,True
r5381,12872,-,12776,+,0,,,255,,0,1,1,12701.0,75.0,150.0,500,-175,True
r5382,35242,-,35036,+,-5,,,255,,2,1,1,35073.0,37.0,74.0,500,-287,True
r5383,7182,-,7048,+,0,,,255,,0,1,1,6997.0,51.0,102.0,500,-199,True
r5384,43741,+,43918,-,-4,,,255,,1,1,1,43937.0,19.0,38.0,500,231,True
r5385,46989,+,47077,-,0,,,255,,0,1,1,47158.0,81.0,162.0,500,169,True
r5386,37838,-,37674,+,-3,,,255,,1,1,1,37640.0,34.0,68.0,500,-216,True
r5387,16187,+,16471,-,-8,,,255,,4,1,1,16380.0,91.0,182.0,500,341,True
r5388,17614,+,17833,-,-8,,,255,,1,1,1,17801.0,32.0,64.0,500,282,True
r5389,43392,-,43301,+,-9,,,255,,5,1,1,43289.0,12.0,24.0,500,-238,True
r5391,2596,-,2455,+,0,,,255,,0,1,1,2473.0,18.0,36.0,500,-268,True
r5392,18094,+,18296,-,-2,,,255,,2,1,1,18302.0,6.0,12.0,500,244,True
r5393,18880,-,18759,+,-2,,,255,,2,1,1,18806.0,47.0,94.0,500,-297,True
r5394,24710,+,24875,-,0,,,255,,0,1,1,24918.0,43.0,86.0,500,207,True
r5395,46136,+,46367,-,-5,,,255,,1,1,1,46340.0,27.0,54.0,500,277,True
r5396,45721,+,45807,-,-2,,,255,,2,1,1,45824.0,17.0,34.0,500,233,True
r5397,13834,-,13671,+,-1,,,255,,1,1,1,13634.0,37.0,74.0,500,-213,True
r5398,32868,+,33026,-,0,,,255,,0,1,1,32980.0,46.0,92.0,500,296,True
r5399,33056,+,33188,-,-18,,,255,,5,1,1,33163.0,25.0,50.0,500,275,True
r5400,43074,-,42818,+,0,,,255,,0,1,1,42871.0,53.0,106.0,500,-303,True
r5401,8118,+,8322,-,-2,,,255,,2,1,1,8320.0,2.0,4.0,500,252,True
r5402,40651,+,40909,-,-26,,,255,,7,1,1,40831.0,78.0,156.0,500,328,True
r5403,16954,-,16790,+,-10,,,255,,6,1,1,16788.0,2.0,4.0,500,-248,True
r5405,24485,+,24505,-,0,,,255,,0,1,1,24478.0,27.0,54.0,500,277,True
r5406,9331,+,9427,-,-13,,,255,,10,1,1,9450.0,23.0,46.0,500,227,True
r5407,35142,-,34945,+,-7,,,255,,2,1,1,34947.0,2.0,4.0,500,-252,True
r5408,31549,-,31352,+,-4,,,255,,1,1,1,31377.0,25.0,50.0,500,-275,True
r5409,5746,-,5497,+,-1,,,255,,1,1,1,5542.0,45.0,90.0,500,-295,True
r5410,34418,+,34516,-,-8,,,255,,1,1,1,34446.0,70.0,140.0,500,320,True
r5411,31695,+,31907,-,-5,,,255,,5,1,1,31873.0,34.0,68.0,500,284,True
r5412,43676,-,43676,+,-2,,,255,,2,1,1,43792.0,116.0,232.0,500,-270,True
r5413,38153,-,38068,+,-3,,,255,,3,1,1,38032.0,36.0,72.0,500,-214,True
r5414,33427,-,33252,+,0,,,255,,0,1,1,33231.0,21.0,42.0,500,-229,True
r5415,35072,-,34916,+,-6,,,255,,3,1,1,34883.0,33.0,66.0,500,-217,True
r5416,25249,+,25249,-,-2,,,255,,1,1,1,25223.0,26.0,52.0,500,276,True
r5417,45179,+,45339,-,-4,,,255,,3,1,1,45336.0,3.0,6.0,500,253,True
r5418,12751,-,12650,+,-1,,,255,,1,1,1,12625.0,25.0,50.0,500,-225,True
r5419,37880,-,37624,+,-3,,,255,,2,1,1,37676.0,52.0,104.0,500,-302,True
r5420,27618,+,27736,-,-5,,,255,,1,1,1,27786.0,50.0,100.0,500,200,True
r5421,7481,+,7481,-,0,,,255,,0,1,1,7484.0,3.0,6.0,500,247,True
r5422,7923,-,7711,+,0,,,255,,0,1,1,7713.0,2.0,4.0,500,-252,True
r5424,29425,-,29316,+,-12,,,255,,9,1,1,29275.0,41.0,82.0,500,-209,True
r5425,8619,+,8906,-,-7,,,255,,4,1,1,8826.0,80.0,160.0,500,330,True
r5426,5129,-,4956,+,-5,,,255,,2,1,1,4977.0,21.0,42.0,500,-271,True
r5427,30622,+,30724,-,-13,,,255,,5,1,1,30754.0,30.0,60.0,500,220,True
r5428,20191,-,20076,+,-1,,,255,,1,1,1,20076.0,0.0,0.0,500,-250,True
r5429,3801,-,3745,+,-8,,,255,,3,1,1,3787.0,42.0,84.0,500,-292,True
r5430,33422,+,33542,-,-1,,,255,,1,1,1,33586.0,44.0,88.0,500,206,True
r5431,46420,+,46669,-,-3,,,255,,2,1,1,46615.0,54.0,108.0,500,304,True
r5432,12965,+,13102,-,-1,,,255,,1,1,1,13069.0,33.0,66.0,500,283,True
r5433,21880,+,21987,-,-31,,,255,,8,1,1,22039.0,52.0,104.0,500,198,True
r5434,28027,+,28027,-,0,,,255,,0,1,1,28012.0,15.0,30.0,500,265,True
r5435,6864,+,7066,-,-6,,,255,,4,1,1,7039.0,27.0,54.0,500,277,True
r5436,30639,+,30639,-,-2,,,255,,2,1,1,30595.0,44.0,88.0,500,294,True
r5438,24127,+,24301,-,-1,,,255,,1,1,1,24284.0,17.0,34.0,500,267,True
r5439,38641,-,38478,+,-2,,,255,,2,1,1,38450.0,28.0,56.0,500,-222,True
r5440,8125,-,7957,+,0,,,255,,0,1,1,7950.0,7.0,14.0,500,-243,True
r5441,33849,-,33674,+,-5,,,255,,2,1,1,33642.0,32.0,64.0,500,-218,True
r5442,28850,-,28807,+,-1,,,255,,1,1,1,28821.0,14.0,28.0,500,-264,True
r5443,35453,+,35453,-,0,,,255,,0,1,1,35510.0,57.0,114.0,500,193,True
r5444,26606,-,26362,+,-1,,,255,,1,1,1,26425.0,63.0,126.0,500,-313,True
r5445,48150,-,47962,+,-2,,,255,,1,1,1,47944.0,18.0,36.0,500,-232,True
r5446,34711,-,34546,+,0,,,255,,0,1,1,34570.0,24.0,48.0,500,-274,True
r5447,47674,+,47862,-,0,,,255,,0,1,1,47844.0,18.0,36.0,500,268,True
r5448,20013,+,20013,-,-16,,,255,,13,1,1,19952.0,61.0,122.0,500,311,True
r5449,31956,-,31798,+,-9,,,255,,2,1,1,31820.0,22.0,44.0,500,-272,True
r5450,14944,+,15068,-,0,,,255,,0,1,1,15127.0,59.0,118.0,500,191,True
r5451,7600,+,7797,-,-3,,,255,,2,1,1,7804.0,7.0,14.0,500,243,True
r5452,36073,-,35890,+,0,,,255,,0,1,1,35868.0,22.0,44.0,500,-228,True
r5454,8019,-,7891,+,-2,,,255,,2,1,1,7823.0,68.0,136.0,500,-182,True
r5457,12893,-,12823,+,-12,,,255,,2,1,1,12831.0,8.0,16.0,500,-258,True
r5458,38598,-,38544,+,-3,,,255,,2,1,1,38477.0,67.0,134.0,500,-183,True
r5459,26616,-,26521,+,-1,,,255,,1,1,1,26490.0,31.0,62.0,500,-219,True
r5461,12037,-,11901,+,-11,,,255,,9,1,1,11942.0,41.0,82.0,500,-291,True
r5462,1096,-,1015,+,-8,,,255,,3,1,1,921.0,94.0,188.0,500,-156,True
r5463,46412,+,46481,-,-2,,,255,,2,1,1,46534.0,53.0,106.0,500,197,True
r5465,71,+,316,-,-2,,,255,,2,1,1,281.0,35.0,70.0,500,285,True
r5466,41654,-,41417,+,-24,,,255,,13,1,1,41497.0,80.0,160.0,500,-330,True
r5467,20148,-,19867,+,-1,,,255,,1,1,1,19950.0,83.0,166.0,500,-333,True
r5468,17209,+,17382,-,-7,,,255,,3,1,1,17401.0,19.0,38.0,500,231,True
r5469,33845,-,33694,+,-5,,,255,,1,1,1,33671.0,23.0,46.0,500,-227,True
r5470,2193,-,2122,+,-4,,,255,,2,1,1,2149.0,27.0,54.0,500,-277,True
r5471,35395,+,35541,-,0,,,255,,0,1,1,35562.0,21.0,42.0,500,229,True
r5472,33427,+,33524,-,-10,,,255,,8,1,1,33594.0,70.0,140.0,500,180,True
r5473,35247,-,35121,+,-3,,,255,,3,1,1,35138.0,17.0,34.0,500,-267,True
r5474,3032,-,2965,+,-7,,,255,,4,1,1,2952.0,13.0,26.0,500,-237,True
r5475,2012,-,1824,+,-21,,,255,,16,1,1,1861.0,37.0,74.0,500,-287,True
r5476,18657,-,18533,+,-4,,,255,,4,1,1,18500.0,33.0,66.0,500,-217,True
r5477,39810,-,39690,+,-21,,,255,,6,1,1,39691.0,1.0,2.0,500,-251,True
r5478,17495,-,17467,+,-23,,,255,,11,1,1,17419.0,48.0,96.0,500,-202,True
r5479,28568,+,28774,-,-3,,,255,,1,1,1,28757.0,17.0,34.0,500,267,True
r5480,10430,-,10313,+,0,,,255,,0,1,1,10280.0,33.0,66.0,500,-217,True
r5481,31322,-,31307,+,-11,,,255,,7,1,1,31377.0,70.0,140.0,500,-320,True
r5483,3419,-,3181,+,-2,,,255,,1,1,1,3221.0,40.0,80.0,500,-290,True
r5484,18154,+,18154,-,-8,,,255,,7,1,1,18180.0,26.0,52.0,500,224,True
r5485,9316,-,9266,+,-2,,,255,,2,1,1,9260.0,6.0,12.0,500,-244,True
r5486,20638,-,20597,+,-1,,,255,,1,1,1,20564.0,33.0,66.0,500,-217,True
r5488,2486,-,2403,+,0,,,255,,0,1,1,2424.0,21.0,42.0,500,-271,True
r5489,22122,-,21919,+,-5,,,255,,1,1,1,21959.0,40.0,80.0,500,-290,True
r5491,25601,-,25540,+,-13,,,255,,3,1,1,25438.0,102.0,204.0,500,-148,True
r5493,28678,-,28515,+,-3,,,255,,3,1,1,28511.0,4.0,8.0,500,-246,True
r5494,11005,+,11232,-,0,,,255,,0,1,1,11173.0,59.0,118.0,500,309,True
r5495,40781,-,40511,+,-1,,,255,,1,1,1,40577.0,66.0,132.0,500,-316,True
r5496,15190,+,15387,-,0,,,255,,0,1,1,15383.0,4.0,8.0,500,254,True
r5497,47732,-,47732,+,-2,,,255,,1,1,1,47865.0,133.0,266.0,500,-117,True
r5498,1089,-,994,+,-3,,,255,,1,1,1,884.0,110.0,220.0,500,-140,True
r5499,15532,-,15384,+,-1,,,255,,1,1,1,15364.0,20.0,40.0,500,-230,True
r5500,17870,+,18052,-,0,,,255,,0,1,1,18040.0,12.0,24.0,500,262,True
r5501,32045,+,32228,-,-7,,,255,,4,1,1,32212.0,16.0,32.0,500,266,True
r5502,773,-,482,+,-3,,,255,,2,1,1,583.0,101.0,202.0,500,-351,True
r5503,19822,+,19826,-,0,,,255,,0,1,1,19857.0,31.0,62.0,500,219,True
r5504,46720,+,46779,-,-15,,,255,,11,1,1,46808.0,29.0,58.0,500,221,True
r5505,29877,+,30061,-,0,,,255,,0,1,1,30017.0,44.0,88.0,500,294,True
r5506,6015,-,5829,+,0,,,255,,0,1,1,5813.0,16.0,32.0,500,-234,True
r5507,28376,+,28525,-,-13,,,255,,10,1,1,28522.0,3.0,6.0,500,253,True
r5508,19843,+,20166,-,-5,,,255,,2,1,1,20050.0,116.0,232.0,500,366,True
r5509,43215,-,43085,+,-1,,,255,,1,1,1,43046.0,39.0,78.0,500,-211,True
r5510,33948,+,34118,-,-5,,,255,,2,1,1,34126.0,8.0,16.0,500,242,True
r5511,2960,+,3160,-,-8,,,255,,6,1,1,3121.0,39.0,78.0,500,289,True
r5512,3407,-,3224,+,-4,,,255,,4,1,1,3297.0,73.0,146.0,500,-323,True
r5513,18925,-,18739,+,-1,,,255,,1,1,1,18722.0,17.0,34.0,500,-233,True
r5514,24187,+,24297,-,0,,,255,,0,1,1,24378.0,81.0,162.0,500,169,True
r5515,16335,-,16294,+,-12,,,255,,9,1,1,16194.0,100.0,200.0,500,-150,True
r5516,7778,-,7547,+,0,,,255,,0,1,1,7581.0,34.0,68.0,500,-284,True
r5517,31325,+,31350,-,-4,,,255,,3,1,1,31366.0,16.0,32.0,500,234,True
r5518,33784,-,33549,+,0,,,255,,0,1,1,33577.0,28.0,56.0,500,-278,True
r5519,10471,+,10697,-,0,,,255,,0,1,1,10678.0,19.0,38.0,500,269,True
r5520,42756,-,42756,+,-23,,,255,,9,1,1,42935.0,179.0,358.0,500,-335,True
r5521,19158,+,19288,-,-3,,,255,,2,1,1,19282.0,6.0,12.0,500,256,True
r5522,43065,+,43334,-,-5,,,255,,1,1,1,43242.0,92.0,184.0,500,342,True
r5523,23386,-,23265,+,-29,,,255,,7,1,1,23255.0,10.0,20.0,500,-240,True
r5524,22513,-,22380,+,-1,,,255,,1,1,1,22339.0,41.0,82.0,500,-209,True
r5526,33387,+,33570,-,-3,,,255,,1,1,1,33588.0,18.0,36.0,500,232,True
r5527,38882,+,38882,-,0,,,255,,0,1,1,38911.0,29.0,58.0,500,221,True
r5528,18693,-,18625,+,-22,,,255,,16,1,1,18649.0,24.0,48.0,500,-274,True
r5529,6009,-,5905,+,-5,,,255,,3,1,1,5910.0,5.0,10.0,500,-255,True
r5530,42571,-,42385,+,-7,,,255,,6,1,1,42395.0,10.0,20.0,500,-260,True
r5531,5549,-,5437,+,-5,,,255,,3,1,1,5469.0,32.0,64.0,500,-282,True
r5532,45796,+,45966,-,-16,,,255,,7,1,1,45965.0,1.0,2.0,500,251,True
r5533,39641,-,39322,+,-3,,,255,,3,1,1,39475.0,153.0,306.0,500,-403,True
r5534,21038,+,21038,-,-19,,,255,,4,1,1,21095.0,57.0,114.0,500,193,True
r5535,41327,+,41359,-,-13,,,255,,11,1,1,41367.0,8.0,16.0,500,242,True
r5536,28225,+,28456,-,-7,,,255,,2,1,1,28411.0,45.0,90.0,500,295,True
r5537,15196,-,15181,+,-2,,,255,,2,1,1,15097.0,84.0,168.0,500,-166,True
r5539,46466,+,46480,-,-8,,,255,,6,1,1,46561.0,81.0,162.0,500,169,True
r5541,33526,+,33718,-,-6,,,255,,2,1,1,33724.0,6.0,12.0,500,244,True
r5543,31977,-,31852,+,-7,,,255,,2,1,1,31817.0,35.0,70.0,500,-215,True
r5544,17570,+,17714,-,0,,,255,,0,1,1,17713.0,1.0,2.0,500,251,True
r5545,5256,+,5256,-,-1,,,255,,1,1,1,5319.0,63.0,126.0,500,187,True
r5546,32698,+,32925,-,-4,,,255,,3,1,1,32872.0,53.0,106.0,500,303,True
r5547,23429,+,23577,-,0,,,255,,0,1,1,23625.0,48.0,96.0,500,202,True
r5548,12978,-,12885,+,-16,,,255,,3,1,1,12880.0,5.0,10.0,500,-245,True
r5551,28419,-,28355,+,-7,,,255,,3,1,1,28297.0,58.0,116.0,500,-192,True
r5552,239,+,359,-,-44,,,255,,12,1,1,427.0,68.0,136.0,500,182,True
r5553,13952,+,14050,-,0,,,255,,0,1,1,14116.0,66.0,132.0,500,184,True
r5554,44872,-,44872,+,-7,,,255,,4,1,1,45047.0,175.0,350.0,500,-252,True
r5555,29094,-,28954,+,-5,,,255,,5,1,1,28951.0,3.0,6.0,500,-247,True
r5556,33784,-,33579,+,-5,,,255,,1,1,1,33602.0,23.0,46.0,500,-273,True
r5558,34261,-,34101,+,0,,,255,,0,1,1,34083.0,18.0,36.0,500,-232,True
r5559,10262,-,10198,+,-4,,,255,,3,1,1,10186.0,12.0,24.0,500,-238,True
r5560,24916,-,24878,+,-7,,,255,,3,1,1,24847.0,31.0,62.0,500,-219,True
r5561,27454,+,27633,-,-13,,,255,,4,1,1,27588.0,45.0,90.0,500,295,True
r5562,8592,+,8746,-,-5,,,255,,1,1,1,8722.0,24.0,48.0,500,274,True
r5564,5343,-,5130,+,-5,,,255,,2,1,1,5137.0,7.0,14.0,500,-257,True
r5565,31231,-,31102,+,0,,,255,,0,1,1,31040.0,62.0,124.0,500,-188,True
r5566,43688,-,43688,+,-4,,,255,,4,1,1,43856.0,168.0,336.0,500,-198,True
r5567,10801,-,10655,+,-2,,,255,,2,1,1,10658.0,3.0,6.0,500,-253,True
r5568,6442,+,6601,-,-7,,,255,,6,1,1,6648.0,47.0,94.0,500,203,True
r5569,43791,-,43589,+,0,,,255,,0,1,1,43619.0,30.0,60.0,500,-280,True
r5570,32204,-,32036,+,-5,,,255,,4,1,1,32035.0,1.0,2.0,500,-249,True
r5571,17134,-,16826,+,0,,,255,,0,1,1,16945.0,119.0,238.0,500,-369,True
r5572,41048,+,41107,-,-2,,,255,,2,1,1,41047.0,60.0,120.0,500,310,True
r5573,5061,-,5024,+,-12,,,255,,5,1,1,4956.0,68.0,136.0,500,-182,True
r5574,21449,+,21449,-,-15,,,255,,4,1,1,21503.0,54.0,108.0,500,196,True
r5576,6612,+,6765,-,0,,,255,,0,1,1,6810.0,45.0,90.0,500,205,True
r5577,19374,+,19552,-,0,,,255,,0,1,1,19576.0,24.0,48.0,500,226,True
r5579,19966,-,19790,+,-1,,,255,,1,1,1,19760.0,30.0,60.0,500,-220,True
r5580,11625,-,11455,+,-5,,,255,,1,1,1,11430.0,25.0,50.0,500,-225,True
r5581,33340,-,33161,+,-1,,,255,,1,1,1,33229.0,68.0,136.0,500,-318,True
r5583,10127,-,9885,+,-6,,,255,,4,1,1,9920.0,35.0,70.0,500,-285,True
r5584,21444,-,21273,+,-15,,,255,,6,1,1,21337.0,64.0,128.0,500,-314,True
r5585,41187,+,41408,-,-67,,,255,,28,1,1,41345.0,63.0,126.0,500,313,True
r5587,26542,+,26698,-,-2,,,255,,2,1,1,26684.0,14.0,28.0,500,264,True
r5588,6097,-,5954,+,-4,,,255,,1,1,1,5923.0,31.0,62.0,500,-219,True
r5589,35563,-,35546,+,-3,,,255,,3,1,1,35546.0,0.0,0.0,500,-250,True
r5591,21330,-,21103,+,0,,,255,,0,1,1,21126.0,23.0,46.0,500,-273,True
r5593,26482,-,26275,+,0,,,255,,0,1,1,26274.0,1.0,2.0,500,-249,True
r5594,4873,+,5106,-,0,,,255,,0,1,1,5075.0,31.0,62.0,500,281,True
r5595,19249,-,19048,+,0,,,255,,0,1,1,19105.0,57.0,114.0,500,-307,True
r5596,38661,+,38667,-,-2,,,255,,2,1,1,38671.0,4.0,8.0,500,246,True
r5597,44541,-,44541,+,-8,,,255,,4,1,1,44650.0,109.0,218.0,500,-218,True
r5598,14124,-,13902,+,0,,,255,,0,1,1,13981.0,79.0,158.0,500,-329,True
r5599,44701,+,44943,-,-22,,,255,,18,1,1,44906.0,37.0,74.0,500,287,True
r5600,10049,+,10104,-,-4,,,255,,3,1,1,10150.0,46.0,92.0,500,204,True
r5601,26596,+,26761,-,-3,,,255,,1,1,1,26799.0,38.0,76.0,500,212,True
r5602,43591,-,43507,+,-10,,,255,,4,1,1,43464.0,43.0,86.0,500,-207,True
r5603,17641,+,17799,-,-13,,,255,,3,1,1,17812.0,13.0,26.0,500,237,True
r5604,40594,+,40783,-,-1,,,255,,1,1,1,40781.0,2.0,4.0,500,252,True
r5605,24422,+,24566,-,-2,,,255,,2,1,1,24520.0,46.0,92.0,500,296,True
r5606,33027,+,33260,-,-6,,,255,,3,1,1,33227.0,33.0,66.0,500,283,True
r5607,41550,-,41448,+,-11,,,255,,2,1,1,41457.0,9.0,18.0,500,-259,True
r5609,17981,+,18191,-,-41,,,255,,32,1,1,18135.0,56.0,112.0,500,306,True
r5610,33320,+,33535,-,-3,,,255,,1,1,1,33503.0,32.0,64.0,500,282,True
r5611,41657,-,41588,+,-12,,,255,,3,1,1,41536.0,52.0,104.0,500,-198,True
r5612,41035,-,40915,+,0,,,255,,0,1,1,40831.0,84.0,168.0,500,-166,True
r5613,1513,-,1320,+,-1,,,255,,1,1,1,1340.0,20.0,40.0,500,-270,True
r5614,43912,+,44057,-,0,,,255,,0,1,1,44034.0,23.0,46.0,500,273,True
r5615,39444,+,39450,-,0,,,255,,0,1,1,39511.0,61.0,122.0,500,189,True
r5616,41058,-,40925,+,0,,,255,,0,1,1,40862.0,63.0,126.0,500,-187,True
r5617,7800,+,7931,-,-3,,,255,,1,1,1,7903.0,28.0,56.0,500,278,True
r5618,42042,-,42006,+,-9,,,255,,4,1,1,41970.0,36.0,72.0,500,-214,True
r5619,30467,+,30550,-,-6,,,255,,2,1,1,30549.0,1.0,2.0,500,251,True
r5620,995,+,1228,-,-13,,,255,,10,1,1,1193.0,35.0,70.0,500,285,True
r5621,48235,+,48250,-,-1,,,255,,1,1,1,48239.0,11.0,22.0,500,261,True
r5622,34757,+,34976,-,-7,,,255,,4,1,1,34955.0,21.0,42.0,500,271,True
r5623,33953,+,33996,-,0,,,255,,0,1,1,34061.0,65.0,130.0,500,185,True
r5624,13230,-,13072,+,-2,,,255,,2,1,1,13028.0,44.0,88.0,500,-206,True
r5625,40184,+,40358,-,-11,,,255,,4,1,1,40366.0,8.0,16.0,500,242,True
r5626,22342,+,22597,-,-30,,,255,,12,1,1,22491.0,106.0,212.0,500,356,True
r5627,36458,+,36468,-,0,,,255,,0,1,1,36486.0,18.0,36.0,500,232,True
r5628,22625,-,22616,+,-13,,,255,,5,1,1,22581.0,35.0,70.0,500,-215,True
r5629,35762,+,35894,-,-2,,,255,,1,1,1,35934.0,40.0,80.0,500,210,True
r5630,39566,+,39566,-,-1,,,255,,1,1,1,39591.0,25.0,50.0,500,225,True
r5631,2728,-,2589,+,-1,,,255,,1,1,1,2552.0,37.0,74.0,500,-213,True
r5632,28045,-,27885,+,-9,,,255,,4,1,1,27928.0,43.0,86.0,500,-293,True
r5633,2031,-,1933,+,-1,,,255,,1,1,1,1871.0,62.0,124.0,500,-188,True
r5634,21849,+,22097,-,-3,,,255,,3,1,1,22054.0,43.0,86.0,500,293,True
r5635,35178,+,35351,-,0,,,255,,0,1,1,35345.0,6.0,12.0,500,256,True
r5636,48252,-,48075,+,-1,,,255,,1,1,1,48053.0,22.0,44.0,500,-228,True
r5638,17183,+,17201,-,-7,,,255,,4,1,1,17147.0,54.0,108.0,500,304,True
r5639,14331,+,14446,-,-14,,,255,,6,1,1,14477.0,31.0,62.0,500,219,True
r5640,23269,+,23386,-,0,,,255,,0,1,1,23469.0,83.0,166.0,500,167,True
r5641,40137,-,40137,+,-14,,,255,,7,1,1,40330.0,193.0,386.0,500,-281,True
r5642,44383,-,44194,+,0,,,255,,0,1,1,44235.0,41.0,82.0,500,-291,True
r5643,17289,+,17402,-,-10,,,255,,8,1,1,17393.0,9.0,18.0,500,259,True
r5644,25473,+,25595,-,-8,,,255,,2,1,1,25656.0,61.0,122.0,500,189,True
r5645,20868,-,20646,+,0,,,255,,0,1,1,20659.0,13.0,26.0,500,-263,True
r5646,8773,-,8618,+,-6,,,255,,4,1,1,8584.0,34.0,68.0,500,-216,True
r5647,7110,-,6905,+,0,,,255,,0,1,1,6937.0,32.0,64.0,500,-282,True
r5648,24697,-,24529,+,-2,,,255,,2,1,1,24521.0,8.0,16.0,500,-242,True
r5649,22994,+,23069,-,-2,,,255,,1,1,1,23109.0,40.0,80.0,500,210,True
r5650,29698,+,29747,-,0,,,255,,0,1,1,29721.0,26.0,52.0,500,276,True
r5651,9680,+,9680,-,-6,,,255,,5,1,1,9707.0,27.0,54.0,500,223,True
r5652,43439,-,43255,+,0,,,255,,0,1,1,43229.0,26.0,52.0,500,-224,True
r5653,31192,-,30909,+,-4,,,255,,1,1,1,31007.0,98.0,196.0,500,-348,True
r5654,14674,+,14822,-,-3,,,255,,3,1,1,14881.0,59.0,118.0,500,191,True
